model,K,num_latent_factors,alg,scaling_value,sigma,preproc_time,comp_time,num_items_first_check,num_items_last_check,user_sample_ratio,blocked_mm_sample_time,fexipro_sample_time,fexipro_wins
nomad-Netflix-50-reg-0.05,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000246,0.000509,False
nomad-Netflix-50-reg-0.05,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000184,0.000357,False
nomad-Netflix-50-reg-0.05,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000100,0.000357,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000267,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000288,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000291,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000292,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000250,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000307,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000312,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.001772,0.000486,True
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000276,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000294,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000322,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.001369,0.000293,True
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000280,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000282,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000294,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000597,0.000280,True
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000286,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000299,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000301,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000517,0.000281,True
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000282,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000290,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000295,False
nomad-R2-50-reg-0.000001,1,50,SI,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000554,0.000297,True
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000372,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000382,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000392,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000000,0.000000,0.000407,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000359,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000448,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.000000,0.000515,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000100,0.002867,0.000488,True
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000359,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000408,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.000000,0.000414,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.000500,0.001244,0.000397,True
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000367,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000372,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000000,0.000407,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.001000,0.000639,0.000385,True
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000391,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000405,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000000,0.000414,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.005000,0.000635,0.000383,True
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000384,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000386,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000000,0.000391,False
nomad-R2-50-reg-0.000001,1,50,SIR,127,0.800000,0.0,0.0,0.0,0.0,0.010000,0.000556,0.000380,True
